geo_name,geo_id,pop,adult_obesity,income_below_poverty,high_school_graduation,unemployment,violent_crime,age,median_property_value,owner_occupied_housing_units,population_living_in_a_rural_area,grads_total
St. Helena Parish,05000US22091,10714,0.406,2895,0.675,0.089,456.98,38.5,89900,0.820481,1,None
Nantucket County,05000US25019,10694,0.2,1083,0.875,0.055,321.5,39.1,966600,0.638947,0.189,None
Monroe County,05000US21171,10692,0.299,2749,0.975,0.044,34.67,42.7,71600,0.731283,1,None
Guthrie County,05000US19077,10691,0.359,1116,0.935,0.036,58.75,45.9,104600,0.810022,1,None
Owen County,05000US21187,10673,0.3,1858,0.925,0.041,21.69,41.6,97000,0.739736,1,None
Scott County,05000US05127,10661,0.325,2204,0.854,0.05,253.82,42,77700,0.725851,0.704,None
Morgan County,05000US49029,10645,0.22,434,0.925,0.031,30.3,32.3,283400,0.847678,0.628,None
Latimer County,05000US40077,10643,0.326,1957,0.831,0.079,197.29,39,81000,0.680772,0.733,304
Crawford County,05000US18025,10582,0.33,2034,0.875,0.06,134.51,43.3,88600,0.811335,1,None
Winnebago County,05000US19189,10580,0.286,1023,0.937,0.039,72.13,42.8,93300,0.761936,0.661,386
Ochiltree County,05000US48357,10577,0.287,1322,0.927,0.043,195.72,31.2,91800,0.710622,0.139,None
Franklin County,05000US48159,10571,0.269,1759,0.981,0.05,155.47,43.3,116600,0.728974,0.691,None
Emery County,05000US49015,10570,0.258,1258,0.925,0.06,112.78,34.3,135100,0.822709,0.736,None
Lowndes County,05000US01085,10565,0.451,3005,0.825,0.116,611,40.4,68900,0.735724,1,None
Bullock County,05000US01011,10552,0.43,2728,0.875,0.078,302.29,39.2,68000,0.731159,0.514,None
Nowata County,05000US40105,10510,0.364,1941,None,0.055,219.02,42,78700,0.758503,0.579,None
Juab County,05000US49023,10507,0.28,1470,0.944,0.039,67.07,30.3,169900,0.799049,0.435,None
Colfax County,05000US31037,10499,0.315,1227,0.905,0.026,None,33.9,93100,0.723422,0.405,None
Switzerland County,05000US18155,10484,0.32,2221,0.975,0.049,None,40.1,114200,0.705509,1,None
Early County,05000US13099,10480,0.315,3216,0.875,0.068,864.56,40.3,82100,0.64529,0.66,None
Alcona County,05000US26001,10461,0.311,1536,0.925,0.077,125.47,57.4,97500,0.884175,0.989,None
Teton County,05000US16081,10437,0.241,1283,0.825,0.034,107.57,35.6,254600,0.714631,1,None
Runnels County,05000US48399,10411,0.268,1804,0.97,0.037,155.61,41.8,75600,0.743407,0.408,None
Tunica County,05000US28143,10407,0.407,2925,0.675,0.092,430.22,32.4,87500,0.394849,0.66,None
Franklin County,05000US19069,10393,0.326,1509,0.92,0.033,None,42.5,86400,0.74308,0.602,None
Lanier County,05000US13173,10382,0.332,2827,0.775,0.066,361.43,34.2,112700,0.635414,0.711,None
Montgomery County,05000US19137,10380,0.376,1529,0.899,0.035,273.75,45.2,80700,0.680703,0.479,None
Clay County,05000US48077,10367,0.294,1575,0.949,0.044,72.14,45.9,82300,0.841695,0.746,None
Sabine County,05000US48403,10367,0.278,2385,0.936,0.094,264.88,50.6,80700,0.871537,1,None
Holt County,05000US31089,10360,0.302,990,None,0.024,47.86,45.3,96900,0.738017,0.647,None
Montgomery County,05000US28097,10353,0.383,2913,0.637,0.079,None,42.3,76400,0.772236,0.598,None
Carbon County,05000US30009,10340,0.24,1108,None,0.036,195.26,49.6,217700,0.779704,1,None
Lincoln County,05000US53043,10326,0.312,1506,None,0.058,83.1,48.7,145300,0.781646,1,None
Carroll County,05000US28015,10301,0.342,1759,0.725,0.084,None,45.2,89900,0.832063,1,None
Roberts County,05000US46109,10294,0.32,2064,0.825,0.044,209.2,38.6,92500,0.692495,1,18
Butte County,05000US46019,10268,0.313,1028,0.88,0.034,199.38,40.6,119000,0.740014,0.482,None
Perry County,05000US05105,10246,0.375,1804,0.867,0.063,396.02,43.7,84500,0.795174,1,None
Keokuk County,05000US19107,10234,0.299,1296,None,0.042,118.04,44.1,79500,0.774581,1,None
Grundy County,05000US29079,10231,0.326,1975,0.959,0.041,196.63,40.8,83300,0.686884,0.455,430
Camden County,05000US37029,10228,0.31,1060,0.875,0.058,62.24,40.9,216600,0.804416,0.995,None
Ralls County,05000US29173,10225,0.326,1268,0.875,0.042,81.31,44.9,120200,0.820015,0.961,None
Iron County,05000US29093,10220,0.351,2124,0.914,0.078,396.19,44.1,81800,0.694815,0.749,None
Martin County,05000US18101,10218,0.358,1228,0.931,0.042,343.19,42.7,95400,0.778621,0.723,None
Marion County,05000US48315,10191,0.313,2161,0.986,0.065,647.29,49.2,89600,0.784819,1,None
Nemaha County,05000US20131,10177,0.304,1078,0.935,0.026,128.1,41.2,110400,0.751992,0.752,None
Clinton County,05000US21053,10172,0.349,2245,0.925,0.083,24.49,40.9,65900,0.719907,1,None
Jackson County,05000US27063,10163,0.315,895,0.968,0.04,58.32,43.4,115100,0.775548,0.691,None
Yuma County,05000US08125,10150,0.248,1459,None,0.027,35.83,37.2,134900,0.619107,0.649,None
Howard County,05000US29089,10148,0.339,1719,None,0.049,113.51,38.9,107600,0.757181,0.641,1028
Lewis County,05000US29111,10146,0.355,1299,0.966,0.049,101.59,39.3,81900,0.724455,1,186
Catahoula Parish,05000US22025,10145,0.353,1875,0.725,0.093,453.71,38.2,73700,0.744304,1,None
Kemper County,05000US28069,10128,0.369,2755,0.675,0.104,62.15,41.1,63400,0.78491,1,938
Cheyenne County,05000US31033,10090,0.315,996,0.908,0.022,202.02,40.5,114300,0.694756,0.363,None
Jones County,05000US37103,10074,0.339,2285,0.925,0.058,None,47,91000,0.723738,1,None
Ritchie County,05000US54085,10044,0.357,1919,0.925,0.07,131,45.3,80400,0.772624,1,None
Yellow Medicine County,05000US27173,10038,0.29,1115,0.948,0.038,71.98,43,98100,0.782942,0.808,1056
Washington County,05000US16087,10035,0.303,1508,0.857,0.057,65.8,44.6,140600,0.730829,0.456,None
Sac County,05000US19161,10034,0.33,997,0.975,0.032,99.1,45.9,83200,0.782948,1,None
Sublette County,05000US56035,10032,0.235,775,0.936,0.051,117.31,37.5,264700,0.713394,1,None
Todd County,05000US46121,10019,0.38,4582,0.475,0.074,None,24.3,46800,0.426803,1,74
Caldwell Parish,05000US22021,9997,0.363,2391,0.925,0.082,239.59,39.7,61200,0.764237,1,None
Metcalfe County,05000US21169,9983,0.338,2250,0.925,0.053,36.68,43.5,77600,0.77435,1,None
Marshall County,05000US20117,9963,0.326,923,0.902,0.029,129.88,45.2,92000,0.761277,0.71,None
Rice County,05000US20159,9949,0.326,1404,None,0.038,103.77,37.7,74200,0.736895,0.638,133
Wilkes County,05000US13317,9924,0.329,2620,0.775,0.075,424.4,44.7,87200,0.678491,0.674,None
Webster County,05000US28155,9922,0.339,2110,0.825,0.073,None,40.1,79900,0.726329,1,None
Parmer County,05000US48369,9921,0.294,1637,0.96,0.025,91.4,33.5,83600,0.693383,0.6,None
Valley County,05000US16085,9897,0.241,1369,0.939,0.061,325.83,48.8,246300,0.767557,1,None
White Pine County,05000US32033,9893,0.287,1068,0.825,0.054,337.97,39.1,127100,0.731159,0.533,None
Nome Census Area,05000US02180,9879,0.317,2593,0.801,0.117,None,27.7,138300,0.601598,0.661,None
Calhoun County,05000US19025,9876,0.324,1364,0.966,0.043,44.22,45.4,76900,0.76065,1,None
Perry County,05000US01105,9856,0.43,3605,0.975,0.1,None,37.1,73700,0.733271,1,181
Emmet County,05000US19063,9820,0.332,1223,0.903,0.037,288.26,42.5,84700,0.776593,0.399,503
Brown County,05000US20013,9810,0.296,1408,0.93,0.04,187.23,42.9,86000,0.696646,0.684,None
McCormick County,05000US45065,9806,0.352,1672,None,0.072,243.8,52.4,120800,0.769095,1,None
Stephens County,05000US48429,9787,0.27,2012,0.946,0.042,155.02,38.5,77500,0.775914,0.394,None
Lee County,05000US05077,9781,0.357,2447,None,0.069,154.38,40.9,64600,0.550974,0.635,None
Blaine County,05000US40011,9777,0.384,1144,None,0.037,211.48,41.7,82900,0.751685,0.574,None
Cumberland County,05000US51049,9769,0.321,2204,0.875,0.053,161.7,44.4,139900,0.728764,0.96,None
Love County,05000US40085,9768,0.335,1219,0.814,0.034,138.34,39.2,90900,0.793126,1,None
Stevens County,05000US27149,9762,0.335,1637,0.904,0.028,123.36,32.9,146400,0.675918,0.473,467
Pratt County,05000US20151,9729,0.338,1226,0.881,0.041,326.3,38.8,86300,0.680519,0.322,483
Johnson County,05000US13167,9694,0.34,2363,0.825,0.07,303.37,39.8,63800,0.708018,0.654,None
North Slope Borough,05000US02185,9681,0.365,1070,0.725,0.056,769.42,33.8,154100,0.500496,0.593,125
Mountrail County,05000US38061,9675,0.359,1122,None,0.019,256.2,35.2,161400,0.692186,1,32
Humboldt County,05000US19091,9607,0.318,1286,0.925,0.033,71.8,43.3,90200,0.720019,0.466,None
Jasper County,05000US17079,9592,0.302,775,0.925,0.063,165.78,42.8,98700,0.83302,0.699,None
Allendale County,05000US45005,9589,0.411,2519,0.825,0.114,477.22,39.3,53700,0.646708,0.683,222
McLean County,05000US38055,9576,0.334,923,None,0.036,97.96,46.6,150300,0.794967,1,None
Rock County,05000US27133,9554,0.284,998,0.92,0.021,919.03,41.6,131700,0.74059,0.523,None
Linn County,05000US20107,9524,0.316,1413,0.887,0.064,233.66,43.4,90500,0.786708,1,None
McLean County,05000US21149,9492,0.368,1718,0.875,0.05,46.76,41.4,98200,0.796054,1,None
Swift County,05000US27151,9483,0.286,1155,0.954,0.06,132.02,44.2,97100,0.709361,0.674,None
Ozark County,05000US29153,9450,0.334,2546,None,0.079,282.03,51,81600,0.768456,1,None
St. Clair County,05000US29185,9444,0.286,2052,None,0.069,316.31,49.8,78100,0.770426,1,None
Dawson County,05000US30021,9431,0.309,1365,0.867,0.031,228.13,41.4,158900,0.677758,0.276,79
Howard County,05000US19089,9430,0.311,1063,0.919,0.035,83.54,42.1,98300,0.798689,0.63,6
Grand County,05000US49019,9428,0.223,1579,0.875,0.06,240.72,39.7,223900,0.695812,0.254,None
Wayne County,05000US31179,9414,0.296,990,0.928,0.026,None,30.7,129100,0.628259,0.421,791
Marshall County,05000US27089,9406,0.297,698,None,0.069,10.54,43.6,99100,0.811325,1,None
Alger County,05000US26003,9396,0.298,1096,None,0.082,185.39,49,118500,0.864259,0.69,None
Irwin County,05000US13155,9365,0.292,2217,0.825,0.081,329.91,38.6,81800,0.726746,0.647,None
Livingston County,05000US21139,9353,0.297,1282,0.975,0.074,77.81,46.5,88700,0.745361,0.954,None
Rosebud County,05000US30087,9348,0.356,1813,None,0.053,143.56,36.3,113200,0.710713,1,35
Stillwater County,05000US30095,9342,0.218,675,None,0.037,229.74,46.6,213100,0.790698,1,None
Montmorency County,05000US26119,9317,0.289,1496,None,0.096,74.19,55,95100,0.848132,1,None
Beaverhead County,05000US30001,9317,0.242,1508,0.909,0.034,110.42,42.7,168000,0.631238,0.502,382
Wilkinson County,05000US13319,9312,0.345,1915,0.925,0.074,129.63,42.8,69600,0.761905,1,None
Cloud County,05000US20029,9302,0.299,1154,0.901,0.039,464.22,41.5,72500,0.722848,0.44,596
Pipestone County,05000US27117,9285,0.284,1155,0.895,0.033,24.94,42.4,92400,0.75938,0.573,None
Charles Mix County,05000US46023,9277,0.336,1927,None,0.035,165.66,36.3,90800,0.693288,1,None
Clarke County,05000US19039,9273,0.305,1454,0.918,0.04,134.95,39.7,94900,0.657284,0.481,None
Hickory County,05000US29085,9267,0.292,2295,None,0.067,14.18,54.2,89800,0.80843,1,None
Kiowa County,05000US40075,9239,0.308,1938,None,0.045,213.4,43.3,59600,0.685541,0.617,None
Clear Creek County,05000US08019,9238,0.181,677,0.675,0.037,407.63,47.6,297000,0.779868,1,None
Phelps County,05000US31137,9236,0.334,740,None,0.024,86.56,41.7,114300,0.696263,0.419,None
Wilkinson County,05000US28157,9233,0.399,2913,0.725,0.106,None,36.8,61900,0.805353,1,None
Greenlee County,05000US04011,9224,0.347,1216,0.919,0.079,616.03,33.3,81600,0.455235,0.466,None
Crittenden County,05000US21055,9211,0.338,1909,0.825,0.055,75.29,43.3,78500,0.786617,0.708,None
Claiborne County,05000US28021,9209,0.476,3554,0.775,0.129,311.8,33,56200,0.688258,1,504
Brewster County,05000US48043,9188,0.277,1023,0.972,0.04,141.58,42.5,117500,0.5715,0.349,566
Deer Lodge County,05000US30023,9176,0.259,1785,0.925,0.039,318.24,47.3,122700,0.710208,0.336,None
Palo Alto County,05000US19147,9155,0.357,797,None,0.03,226.07,42.6,86600,0.740521,0.615,None
Terrell County,05000US13273,9132,0.316,3053,0.925,0.074,427.8,41.2,86500,0.590882,0.521,None
Woods County,05000US40151,9125,0.334,1059,0.829,0.026,74.71,33.6,92700,0.684494,0.367,413
Hamilton County,05000US31081,9118,0.325,804,0.954,0.029,80.74,42.5,123200,0.808097,0.511,None
Forest County,05000US55041,9108,0.347,1520,None,0.075,185.25,46.2,129300,0.758629,1,None
Montgomery County,05000US05097,9100,0.338,1677,None,0.07,114.62,49.2,88200,0.798929,1,None
Greene County,05000US19073,9083,0.296,950,0.921,0.034,36.3,45,86400,0.75916,0.582,None
Dawes County,05000US31045,9082,0.273,1272,0.462,0.026,123.6,34.1,104200,0.617247,0.399,606
Benewah County,05000US16009,9068,0.301,1510,0.859,0.066,291.68,46,147800,0.737472,0.719,None
Caldwell County,05000US29025,9057,0.372,1153,None,0.045,244.29,42.8,99100,0.749064,1,None
Jenkins County,05000US13165,9055,0.299,2539,0.775,0.082,None,42.2,60600,0.682611,0.661,None
Cuming County,05000US31039,9055,0.297,1102,0.914,0.026,14.66,44,109200,0.685699,0.652,None
Clay County,05000US54015,9033,0.326,2073,0.825,0.112,None,43.4,77700,0.81037,1,None
Modoc County,05000US06049,9033,0.232,1483,0.89,0.088,670.64,47.1,144600,0.746594,0.7,None
Monona County,05000US19133,9013,0.328,1273,None,0.043,153.66,47,80100,0.71186,0.712,None
Carroll County,05000US29033,9009,0.354,1632,0.912,0.059,164.1,42.8,79900,0.744261,0.645,None
Montgomery County,05000US13209,9005,0.362,1879,0.35,0.084,None,38.7,75600,0.718958,0.987,72
Tyler County,05000US54095,9000,0.326,1663,0.925,0.094,244.02,46.3,88400,0.765208,0.911,None
Mitchell County,05000US48335,8995,0.266,654,0.933,0.057,327.64,35.5,60800,0.754887,0.367,None
Maries County,05000US29125,8987,0.337,1675,None,0.052,198.06,43.9,116600,0.742175,1,None
Wilson County,05000US20205,8956,0.329,1456,None,0.067,243.9,44,61700,0.752192,0.727,None
Sitka City and Borough,05000US02220,8921,0.287,796,0.821,0.045,91.9,39.1,341600,0.559361,0.209,None
Wilcox County,05000US13315,8884,0.315,1422,0.875,0.076,272.51,39.3,67300,0.724611,1,None
Richmond County,05000US51159,8868,0.299,1173,0.875,0.046,66.15,43.5,153300,0.73249,1,None
Jack County,05000US48237,8866,0.269,1312,1,0.043,235.44,40,77700,0.798434,0.532,None
Mathews County,05000US51115,8848,0.278,843,0.875,0.042,44.74,51.5,232000,0.845973,1,None
Humphreys County,05000US28053,8822,0.416,3706,0.825,0.129,None,35.6,61500,0.566383,0.498,None
Webster County,05000US54101,8820,0.347,2383,0.925,0.077,None,46.2,66700,0.724696,1,None
Davis County,05000US19051,8768,0.327,1617,0.925,0.044,98.81,37.6,104500,0.793189,1,None
Clearwater County,05000US27029,8764,0.31,1435,0.791,0.092,207.96,42.6,116500,0.786608,1,None
Red River Parish,05000US22081,8757,0.403,1953,0.875,0.068,563.92,40,83900,0.738184,1,None
Trimble County,05000US21223,8751,0.34,1539,0.925,0.058,30.34,40.9,114400,0.756681,0.947,None
Archer County,05000US48009,8750,0.271,704,0.985,0.044,154.86,44.1,113300,0.819273,0.89,None
Hancock County,05000US13141,8747,0.312,2111,0.975,0.1,108.94,44.1,67700,0.769285,0.616,None
Lafayette County,05000US12067,8742,0.353,1272,0.875,0.045,290.78,38.4,112400,0.821983,1,None
Platte County,05000US56031,8740,0.28,1340,0.8,0.038,158.15,47.2,164000,0.754348,0.586,None
Hancock County,05000US21091,8716,0.345,1481,0.925,0.051,53.74,41.4,105600,0.770129,0.893,None
Benton County,05000US18007,8709,0.326,1096,0.925,0.044,None,40.5,81500,0.726387,1,None
Lucas County,05000US19117,8700,0.338,910,0.975,0.035,246.7,45.5,84700,0.787113,0.562,None
Seminole County,05000US13253,8696,0.307,1639,0.925,0.08,259.92,45.2,76800,0.743659,0.686,None
Somervell County,05000US48425,8673,0.276,1485,0.895,0.05,80.77,40.7,158900,0.710583,1,None
Mercer County,05000US38057,8671,0.318,634,None,0.042,101.08,44.5,152200,0.827755,0.65,None
Nevada County,05000US05099,8668,0.36,2615,0.883,0.052,209.64,44,65300,0.715873,0.692,None
Cedar County,05000US31027,8657,0.283,881,None,0.024,30.5,44.5,110500,0.803416,1,None
Graham County,05000US37075,8651,0.275,1650,0.875,0.121,None,44.8,122300,0.821341,1,None
Harrison County,05000US29081,8649,0.341,1564,None,0.051,83.77,42.5,73900,0.711935,0.704,None
Marion County,05000US13197,8646,0.329,2151,0.925,0.082,103.42,41.6,103300,0.730222,1,None
Monroe County,05000US29137,8642,0.308,1333,None,0.053,82.65,45.1,98300,0.733258,1,None
Pocahontas County,05000US54075,8620,0.314,1545,0.825,0.082,131.01,48.3,113000,0.802798,1,None
Baraga County,05000US26013,8612,0.325,947,None,0.088,297.32,43.1,90900,0.842336,1,8
Greene County,05000US01063,8587,0.463,3233,0.875,0.11,886.36,41.3,68100,0.704538,1,None
Johnson County,05000US56019,8572,0.211,499,0.825,0.048,176.75,44.9,247800,0.732824,0.49,None
San Augustine County,05000US48405,8556,0.323,2213,0.914,0.092,243.7,47.9,80200,0.805182,1,None
Quay County,05000US35037,8555,0.32,1638,0.649,0.072,381.17,46.5,72600,0.695337,0.416,231
Knox County,05000US31107,8551,0.316,1036,None,0.032,31.07,47.3,84500,0.744243,1,None
Gallatin County,05000US21077,8543,0.358,1131,0.925,0.053,72.51,37.2,108700,0.692438,1,None
Clearwater County,05000US16035,8528,0.306,972,0.675,0.08,196.14,50.3,129500,0.769357,0.586,None
Gilmer County,05000US54021,8497,0.39,1741,0.875,0.078,None,37.8,84500,0.752307,0.607,192
Coleman County,05000US48083,8476,0.281,1545,0.947,0.056,180.38,47.2,63800,0.722043,0.515,None
Murray County,05000US27101,8463,0.298,761,None,0.044,54.35,47.6,105000,0.806999,1,None
Custer County,05000US46033,8447,0.297,944,0.875,0.043,63.05,53.2,202000,0.826584,1,None
Coffey County,05000US20031,8433,0.305,892,0.955,0.057,108.66,44.4,107300,0.746089,0.709,None
Cleveland County,05000US05025,8421,0.357,1671,None,0.058,50.24,42.5,84000,0.75374,1,None
Franklin city,05000US51620,8413,0.344,1383,0.725,0.067,379.05,38.7,171700,0.497371,0.033,296
Bracken County,05000US21023,8404,0.324,1718,0.919,0.064,55.31,41,96200,0.752638,1,None
Benton County,05000US28009,8378,0.37,1882,0.775,0.08,None,42.1,73300,0.838452,1,None
Oscoda County,05000US26135,8374,0.335,1621,None,0.084,274.11,51.6,80700,0.850628,1,None
Doddridge County,05000US54017,8363,0.357,1186,0.925,0.057,None,41.9,95700,0.858286,1,None
Twiggs County,05000US13289,8363,0.328,2504,0.775,0.091,163.07,45.7,58600,0.798753,1,None
Taylor County,05000US13269,8354,0.288,2310,0.775,0.093,252.85,42.7,60200,0.687648,1,None
Washakie County,05000US56043,8351,0.277,1198,0.726,0.04,78.51,43.5,156900,0.745491,0.36,None
Clay County,05000US20027,8346,0.362,797,0.925,0.043,223.43,42,99400,0.785991,0.495,None
Prairie County,05000US05117,8334,0.363,1617,0.837,0.048,125.49,45.4,67100,0.693968,1,None
Lyon County,05000US21143,8325,0.333,1030,0.975,0.058,27.77,49,129400,0.810884,1,None
Choctaw County,05000US28019,8320,0.317,1993,0.725,0.062,79.89,43,77400,0.736495,1,None
Yoakum County,05000US48501,8316,0.267,996,0.984,0.038,142.03,33.6,81000,0.76926,0.373,None
Warren County,05000US18171,8309,0.321,639,0.975,0.049,None,44.5,110700,0.829576,0.771,None
Turner County,05000US46125,8289,0.329,837,None,0.027,75.55,43.9,107000,0.775569,1,None
Liberty County,05000US12077,8285,0.396,1147,0.775,0.057,127.31,36.9,69500,0.756665,1,None
Atkinson County,05000US13003,8268,0.353,2270,0.825,0.056,None,35.3,62900,0.719544,1,None
Daviess County,05000US29061,8257,0.326,1301,None,0.046,88.76,40.8,97700,0.78125,1,None
Shannon County,05000US29203,8256,0.297,1831,0.897,0.081,291.81,44.8,90400,0.753778,1,None
Hamilton County,05000US17065,8251,0.282,1219,0.925,0.053,36.38,43,94100,0.791986,0.681,None
McCulloch County,05000US48307,8242,0.285,1484,0.97,0.048,95.21,43.9,75800,0.744599,0.353,None
Houston County,05000US47083,8234,0.332,1672,0.925,0.089,283,43.5,93200,0.765293,1,None
Hamilton County,05000US48193,8232,0.3,1174,0.966,0.047,184.54,48.3,102300,0.73321,0.644,None
Ballard County,05000US21007,8216,0.342,1298,0.925,0.071,80,42.9,108400,0.813961,1,None
Conejos County,05000US08021,8213,0.245,1805,0.852,0.056,43.9,38.7,113800,0.793448,1,None
Decatur County,05000US19053,8210,0.331,1552,None,0.032,None,36.8,79200,0.658876,1,740
Butler County,05000US31023,8205,0.32,697,None,0.028,54.23,44.1,108200,0.789882,0.657,None
Schoolcraft County,05000US26153,8186,0.313,1728,0.925,0.104,None,50.4,98700,0.806811,0.59,None
Kit Carson County,05000US08063,8174,0.276,1033,None,0.024,252.99,39.2,123400,0.695798,0.487,None
Turner County,05000US13287,8151,0.346,2157,0.775,0.065,1007.59,39.2,73000,0.697167,0.497,None
Richardson County,05000US31147,8149,0.367,1439,None,0.032,47.49,47.4,71300,0.75,0.506,None
Keith County,05000US31101,8103,0.275,1023,0.92,0.026,77.13,48.7,104600,0.658176,0.471,None
Traill County,05000US38097,8075,0.328,637,None,0.028,68.36,41,115300,0.739577,1,161
Newton County,05000US05101,7988,0.342,1713,0.882,0.051,275.02,47.9,84800,0.851064,1,None
Trousdale County,05000US47169,7970,0.329,1043,0.975,0.059,387.25,39,129100,0.76572,1,166
Monroe County,05000US19135,7964,0.324,1032,0.975,0.043,127.91,43.2,93400,0.758734,0.552,None
Searcy County,05000US05129,7938,0.35,1619,0.965,0.058,166.7,47.5,82800,0.798372,1,None
Wheeler County,05000US13309,7932,0.319,1383,0.875,0.107,126.06,38.4,48300,0.659564,1,None
Thomas County,05000US20193,7909,0.35,756,0.899,0.027,305.32,36.2,110100,0.733375,0.308,345
Perry County,05000US47135,7891,0.314,2216,0.975,0.07,287.1,43.3,81900,0.820193,1,None
Castro County,05000US48069,7875,0.281,1256,0.981,0.035,138.65,34.7,70400,0.666265,0.458,None
Anderson County,05000US20003,7858,0.333,1171,0.921,0.05,246.01,42,91200,0.711574,0.588,None
Franklin County,05000US28037,7818,0.356,1442,0.825,0.078,248.94,42.5,74400,0.750323,1,None
Madison County,05000US30057,7810,0.217,874,None,0.036,107.58,52.7,240300,0.775334,1,None
Lake County,05000US41037,7799,0.28,1280,0.836,0.078,None,48.7,116600,0.617483,0.633,None
Doniphan County,05000US20043,7793,0.321,873,None,0.044,219.87,39.6,92000,0.724004,0.702,622
Merrick County,05000US31121,7793,0.326,753,None,0.037,None,43.8,88300,0.736333,0.589,None
Clay County,05000US47027,7769,0.313,1904,0.975,0.09,170.61,47.4,89400,0.757855,1,None
San Miguel County,05000US08113,7767,0.167,923,None,0.037,90.89,41.4,505600,0.593002,1,None
Grant County,05000US20067,7748,0.356,870,0.875,0.037,267.42,32.6,101000,0.783047,0.198,None
Lemhi County,05000US16059,7743,0.268,1284,0.772,0.07,196.05,52.6,178300,0.706869,0.611,None
Dallas County,05000US05039,7738,0.362,1054,0.925,0.074,438.29,43.4,61000,0.671012,0.526,None
Winkler County,05000US48495,7723,0.277,1319,1,0.057,319.55,32.6,49700,0.780785,0.181,None
Northwest Arctic Borough,05000US02188,7723,0.324,1874,0.775,0.155,None,26.3,146400,0.548319,0.575,None
Major County,05000US40093,7721,0.316,1031,None,0.031,86.14,41.2,91700,0.752605,1,58
Lincoln County,05000US13181,7712,0.29,1939,0.875,0.066,377.26,47.3,118000,0.737055,1,None
Kingman County,05000US20095,7697,0.322,662,0.855,0.044,189.7,45.4,90200,0.782739,0.621,None
Power County,05000US16077,7696,0.321,937,0.837,0.046,94.22,34.7,125100,0.742393,0.426,None
Elliott County,05000US21063,7661,0.337,2210,0.925,0.1,34.68,42.1,70700,0.773628,1,None
Lake County,05000US47095,7643,0.375,1413,0.875,0.088,258.33,40.7,76000,0.599068,1,None
Ferry County,05000US53019,7639,0.281,1771,None,0.102,154.84,48.2,164400,0.706811,1,None
Swisher County,05000US48437,7639,0.277,1639,0.935,0.048,270.83,35.4,71900,0.708365,0.376,None
Quitman County,05000US28119,7634,0.415,2799,0.725,0.108,None,39,52700,0.664588,0.57,None
Chariton County,05000US29041,7615,0.304,1130,None,0.047,429.24,45.4,80200,0.765577,1,None
Pleasants County,05000US54073,7612,0.388,1187,0.925,0.085,110.38,43.9,104300,0.833741,0.545,None
Tillman County,05000US40141,7611,0.334,1581,0.915,0.042,318.2,40.8,55300,0.739158,0.512,None
Dade County,05000US29057,7590,0.343,1520,None,0.051,264.44,46.9,80300,0.774766,1,None
Valley County,05000US30105,7576,0.292,711,0.88,0.031,131.34,44.3,143000,0.693731,0.552,None
Worth County,05000US19195,7562,0.337,775,None,0.039,123.67,44.6,95100,0.798664,1,None
Monroe County,05000US05095,7542,0.375,2139,None,0.063,269.07,45.5,56400,0.639141,0.69,None
Jefferson County,05000US28063,7528,0.445,2812,None,0.149,316.44,36.3,59900,0.587709,1,None
Forest County,05000US42053,7493,0.321,387,None,0.077,376.14,42.8,85600,0.846916,1,None
Calhoun County,05000US54013,7482,0.327,1176,0.925,0.125,None,47.6,80000,0.823893,1,None
Goliad County,05000US48175,7463,0.292,1246,0.99,0.044,152.06,45.7,124700,0.820229,1,None
East Carroll Parish,05000US22035,7419,0.421,2671,None,0.139,561.23,31.7,55900,0.42237,0.346,None
Rappahannock County,05000US51157,7416,0.272,681,0.875,0.041,57.88,49.1,362100,0.74284,1,None
Lake County,05000US08065,7401,0.175,836,0.691,0.038,237.7,39.4,184200,0.556552,0.311,None
Van Buren County,05000US19177,7380,0.357,1060,None,0.04,169.7,44.8,80400,0.842177,1,None
Jefferson County,05000US31095,7354,0.362,846,0.886,0.027,None,45.7,76900,0.756585,0.482,None
Pepin County,05000US55091,7349,0.342,965,0.96,0.043,85.79,45.5,141900,0.81886,1,None
Adair County,05000US19001,7330,0.324,687,None,0.032,49.04,46,95000,0.768897,1,None
La Salle County,05000US48283,7319,0.266,843,0.927,0.041,114.32,33.1,63500,0.692051,0.464,None
Refugio County,05000US48391,7315,0.284,1124,0.957,0.053,213.59,42.8,77100,0.729084,0.607,None
Pendleton County,05000US54071,7291,0.36,1307,0.925,0.047,None,49.6,106400,0.782317,1,10
Crook County,05000US56011,7284,0.259,441,0.925,0.034,97.35,43.1,217500,0.788979,1,None
Hutchinson County,05000US46067,7264,0.31,940,None,0.025,18.49,44.6,74400,0.756174,1,None
Union County,05000US18161,7251,0.3,681,0.925,0.044,None,43.1,106100,0.726774,1,None
Grant County,05000US41023,7227,0.296,1059,None,0.089,22.7,52.4,158800,0.727705,1,None
Randolph County,05000US13243,7224,0.337,2018,0.775,0.09,318.78,41.4,71600,0.576091,0.506,45
Wolfe County,05000US21237,7221,0.323,2896,0.925,0.101,52.79,41.8,64000,0.639876,1,None
Brooks County,05000US48047,7217,0.272,2358,0.825,0.1,234.84,31.5,57000,0.658296,0.318,None
Kane County,05000US49025,7216,0.261,642,0.975,0.044,255.06,43.4,187300,0.774691,0.549,None
